,Q2A,Q4A,Q7A,Q9A,Q15A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q36A,Q40A,Q41A,Q42A,scores
8329,3,1,1,3,1,2,3,3,4,1,2,3,1,4,1,3,2,2,2,3,2,47
8330,1,1,1,2,2,1,4,3,2,2,4,1,4,3,2,3,2,3,3,1,3,48
8331,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,32
8332,4,1,2,4,2,3,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,52
8333,4,3,1,3,3,3,3,3,3,1,2,2,3,3,2,2,3,2,2,2,2,52
8334,2,1,1,2,1,3,1,3,2,1,1,1,1,2,1,2,1,2,3,1,2,34
8335,2,2,3,2,1,1,3,3,1,2,1,2,1,3,2,4,1,2,4,3,3,46
8336,3,2,1,2,2,1,4,4,1,2,2,2,3,3,2,2,3,3,3,2,3,50
8337,1,4,3,3,2,3,3,1,1,1,2,4,3,1,3,4,2,1,4,2,3,51
8338,2,1,2,3,2,1,4,4,1,1,2,2,4,2,2,2,2,2,2,1,4,46
8339,4,4,4,4,2,4,4,2,4,2,4,4,4,3,2,4,4,4,4,4,4,75
8340,3,1,2,3,1,2,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,39
8341,1,2,3,2,1,1,2,2,2,1,2,2,3,3,2,2,2,1,4,2,1,41
8342,4,1,1,1,1,1,2,1,1,2,1,2,3,2,1,3,1,3,2,3,1,37
8343,1,1,1,3,1,1,2,4,3,1,3,1,4,4,1,4,1,3,3,1,3,46
8344,1,2,2,4,2,1,4,3,1,1,2,2,3,2,3,2,1,1,3,3,1,44
8345,2,1,2,2,1,1,3,2,4,1,3,1,3,3,1,3,4,1,3,2,3,46
8346,3,4,3,2,2,2,2,1,1,2,2,3,3,4,2,2,2,2,3,1,4,50
8347,1,1,3,2,1,1,4,4,1,1,2,2,4,4,2,4,2,4,4,1,2,50
8348,3,2,2,3,2,3,3,3,3,2,3,3,3,4,2,3,3,2,3,3,3,58
8349,3,1,2,3,1,1,3,1,3,1,1,1,1,4,1,3,4,1,1,1,3,40
8350,4,3,4,4,4,2,4,4,3,1,2,2,3,4,2,4,2,2,4,2,2,62
8351,1,1,1,2,1,1,1,1,1,1,2,3,1,3,1,2,1,1,1,1,1,28
8352,4,4,3,4,1,4,3,1,3,1,4,3,4,4,4,4,4,4,2,4,4,69
8353,4,3,1,4,4,1,1,4,4,2,1,1,1,3,4,4,3,4,3,4,3,59
8354,3,1,3,4,1,1,3,2,3,1,2,1,2,3,2,4,3,2,4,1,2,48
8355,2,1,1,2,1,1,4,2,3,1,3,1,2,3,2,4,4,1,2,2,2,44
8356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,22
8357,3,3,2,4,2,2,3,4,2,3,2,2,4,3,3,3,3,2,3,4,3,60
8358,4,4,4,2,4,2,3,4,3,3,3,4,4,2,3,3,3,3,2,4,3,67
8359,3,3,2,3,1,4,2,3,4,1,3,3,3,4,2,3,4,3,3,3,3,60
8360,4,2,2,4,3,2,1,2,1,3,2,1,3,2,1,2,2,2,2,2,3,46
8361,2,1,2,2,1,2,1,2,1,2,3,4,3,2,1,2,2,1,2,1,3,40
8362,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,24
8363,2,1,3,2,1,1,1,3,1,1,1,3,2,2,2,2,2,1,3,2,2,38
8364,1,1,1,3,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,29
8365,3,1,1,3,1,2,3,2,3,2,4,1,3,4,3,3,4,4,4,2,3,56
8366,2,4,3,4,3,1,4,4,2,1,4,2,4,4,4,4,4,4,2,1,4,65
8367,3,4,4,4,4,3,3,4,3,2,3,4,4,4,4,3,1,4,4,4,3,72
8368,1,1,1,1,1,2,1,1,2,1,4,1,1,2,1,1,1,1,3,1,1,29
8369,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,3,1,1,2,31
8370,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,1,1,28
8371,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,29
8372,3,1,2,3,2,1,1,4,3,1,2,1,2,4,2,3,2,1,3,1,3,45
8373,4,1,1,3,2,2,1,1,3,2,4,4,1,3,3,4,2,2,1,2,4,50
8374,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,33
8375,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,25
8376,1,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,39
8377,2,2,1,4,1,1,1,3,2,2,2,1,1,4,2,3,4,3,4,2,3,48
8378,2,2,1,3,1,1,1,1,3,1,4,3,4,2,2,1,1,2,1,1,4,41
8379,3,1,2,3,2,2,2,2,2,1,3,1,3,3,2,2,2,2,2,3,4,47
8380,3,4,4,3,3,2,3,3,3,1,4,3,3,3,3,3,3,4,3,1,2,61
8381,4,4,4,4,2,2,4,4,3,2,3,4,4,4,4,4,4,4,3,4,4,75
8382,4,4,2,4,2,3,4,4,3,1,3,4,4,3,4,4,4,4,4,3,3,71
8383,1,2,2,2,2,1,2,1,3,1,1,3,1,2,2,2,3,2,2,2,1,38
8384,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,36
8385,1,4,4,4,4,1,3,4,4,1,4,4,4,1,3,1,1,2,3,4,4,61
8386,2,2,1,3,2,1,3,2,2,1,2,2,3,1,1,2,3,1,2,2,3,41
8387,2,1,1,3,1,1,3,1,1,1,2,2,1,1,3,1,2,3,3,1,3,37
8388,1,3,2,4,1,2,1,2,1,2,1,4,3,3,2,2,3,2,4,2,1,46
8389,1,1,1,2,1,1,1,1,3,1,1,1,1,4,1,2,1,2,2,1,3,32
8390,3,2,1,4,2,2,1,1,1,1,2,1,2,1,2,1,1,1,4,1,2,36
8391,4,1,1,2,1,1,4,3,2,1,2,2,2,2,4,3,3,1,1,1,2,43
8392,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,30
8393,1,1,3,4,1,4,3,1,2,1,1,4,3,3,2,2,3,2,3,3,2,49
8394,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
8395,2,1,1,2,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2,1,2,39
8396,3,2,2,2,2,1,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,45
8397,1,1,1,4,1,1,2,1,4,1,4,2,2,1,3,1,3,2,2,1,2,40
8398,2,4,2,2,2,1,4,4,2,1,2,4,3,4,4,3,2,4,2,4,2,58
8399,3,4,1,4,1,3,1,2,1,4,4,4,1,4,2,4,3,4,4,2,4,60
8400,1,2,2,2,1,1,2,3,2,2,1,2,1,1,2,3,2,2,2,1,2,37
8401,1,1,1,2,1,1,1,2,2,1,1,2,4,1,1,2,3,1,1,1,1,31
8402,4,1,1,4,1,4,4,1,1,1,2,4,2,4,2,4,2,4,1,3,1,51
8403,4,2,4,4,3,1,4,1,3,3,3,2,2,2,2,2,4,2,4,3,3,58
8404,1,1,1,3,1,3,2,3,3,1,4,1,3,3,1,2,3,2,2,1,3,44
8405,4,3,3,2,2,2,1,4,1,2,1,1,3,2,2,2,4,2,2,3,2,48
8406,4,1,1,4,1,1,4,4,4,1,4,4,4,3,1,4,4,4,2,1,1,57
8407,2,1,1,1,2,1,3,1,2,1,2,1,1,1,1,3,1,1,3,2,3,34
8408,3,1,3,4,2,2,1,4,3,3,3,4,4,4,3,4,3,3,3,2,4,63
8409,2,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,3,3,3,2,3,54
8410,3,3,2,4,2,1,4,4,3,1,2,4,3,4,4,4,3,3,4,2,4,64
8411,2,1,1,2,1,1,1,1,1,1,2,1,3,2,3,2,3,2,2,1,3,36
8412,3,3,3,2,3,2,2,2,2,2,2,3,4,3,3,2,3,3,3,2,2,54
8413,2,2,2,4,2,2,3,2,2,2,3,2,2,3,3,4,4,3,3,3,3,56
8414,2,1,1,2,2,2,2,2,3,2,3,1,4,2,2,2,3,2,3,1,4,46
8415,2,2,3,3,2,3,4,2,2,3,2,1,4,2,4,4,2,4,4,2,2,57
8416,3,4,4,4,1,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,77
8417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8418,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,81
8419,2,1,2,2,1,1,2,3,1,1,2,1,4,3,1,2,2,2,2,1,3,39
8420,2,2,2,4,1,3,3,1,2,4,1,1,2,3,2,2,4,2,4,4,2,51
8421,1,2,3,4,2,2,2,1,2,3,2,1,3,3,2,2,3,2,4,3,2,49
8422,3,1,2,2,3,1,2,4,4,3,4,1,4,3,3,3,2,3,2,2,4,56
8423,3,4,2,3,2,2,1,2,1,2,3,3,2,3,2,4,2,2,2,2,2,49
8424,1,3,3,3,1,4,3,2,1,1,3,2,3,3,1,2,4,2,3,2,2,49
8425,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,3,2,46
8426,1,1,1,1,1,1,2,1,1,1,2,1,3,1,2,3,2,1,3,1,1,31
8427,3,2,2,2,3,2,2,1,2,2,2,2,3,1,2,1,3,1,2,2,1,41
8428,2,1,1,4,1,1,2,2,3,1,3,1,4,4,3,4,2,3,3,1,1,47
8429,4,1,1,3,1,1,3,1,1,1,2,2,2,4,1,3,2,2,4,2,4,45
8430,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,24
8431,1,1,1,3,1,1,2,3,1,1,2,1,2,2,3,4,2,2,3,2,2,40
8432,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3,2,2,51
8433,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,30
8434,4,4,3,4,4,2,2,3,2,3,4,4,4,4,3,3,4,2,3,2,2,66
8435,3,2,3,4,2,3,4,4,3,2,3,2,4,3,4,4,4,4,4,4,4,70
8436,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,26
8437,2,1,1,4,1,3,1,2,1,1,1,2,1,3,2,2,2,2,3,2,1,38
8438,3,1,2,2,1,1,2,2,2,1,3,1,2,4,2,4,3,2,3,3,4,48
8439,4,4,4,3,3,3,3,3,4,2,4,3,4,4,3,4,3,3,3,4,3,71
8440,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,30
8441,3,2,1,2,1,1,2,1,2,1,3,3,2,1,2,1,2,2,1,1,4,38
8442,4,2,2,2,2,2,4,4,4,3,2,3,4,4,3,4,4,3,3,4,3,66
8443,3,4,3,3,2,4,3,4,4,2,3,3,4,1,2,3,3,4,1,2,4,62
8444,1,4,2,3,1,3,1,1,1,1,1,4,1,3,1,1,1,1,2,2,2,37
8445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,22
8446,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,27
8447,3,1,1,2,2,2,1,3,2,1,2,3,4,1,2,2,1,1,1,1,2,38
8448,1,2,2,4,1,1,4,3,4,1,3,2,4,3,2,4,4,2,4,2,4,57
8449,1,3,1,3,1,2,3,2,1,3,1,3,4,2,2,3,3,2,4,1,2,47
8450,1,1,1,3,1,1,3,2,2,1,3,4,3,3,1,2,1,2,2,1,3,41
8451,4,3,3,4,2,1,3,4,2,1,4,4,4,3,2,4,4,2,3,4,4,65
8452,2,3,3,4,4,4,1,4,4,1,4,3,4,3,2,4,3,3,4,3,4,67
8453,4,2,2,3,1,3,2,2,2,1,2,3,2,2,2,3,2,2,2,3,2,47
8454,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,28
8455,4,2,2,2,2,4,2,2,2,2,4,4,2,4,2,2,2,4,4,2,2,56
8456,2,1,2,3,1,2,2,1,2,1,2,2,2,4,1,3,2,1,2,2,1,39
8457,4,4,4,4,1,4,3,3,3,3,2,4,4,2,3,2,4,4,4,3,3,68
8458,1,1,2,2,1,3,2,1,2,1,2,2,2,1,2,2,1,3,3,1,2,37
8459,2,2,2,2,2,3,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,32
8460,1,1,1,4,1,3,2,4,4,1,3,3,4,4,2,4,1,4,2,2,2,53
8461,4,4,4,4,2,2,4,3,2,4,2,4,3,4,4,4,4,4,4,4,4,74
8462,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,30
8463,3,2,1,2,3,1,2,4,3,2,4,1,4,3,1,2,1,3,3,3,2,50
8464,1,1,2,4,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,31
8465,2,2,2,4,2,2,3,4,2,3,4,3,3,4,4,3,3,4,4,2,4,64
8466,1,2,2,4,1,2,3,4,1,1,2,2,4,4,3,1,1,3,2,1,3,47
8467,3,2,2,3,1,2,2,1,2,2,2,3,2,2,2,3,2,2,4,1,3,46
8468,1,1,2,2,1,3,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,31
8469,2,1,1,1,1,3,1,1,2,1,2,1,2,3,2,3,1,1,1,1,3,34
8470,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,34
8471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8472,2,3,1,3,2,4,1,1,2,1,2,3,3,4,1,2,2,1,3,1,4,46
8473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8475,4,1,2,4,3,3,4,4,2,1,4,2,3,3,3,2,4,3,4,2,3,61
8476,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,3,3,2,2,35
8477,1,1,1,4,1,1,1,1,1,1,4,1,4,2,1,1,2,1,2,1,2,34
8478,2,2,2,4,1,1,4,3,3,4,2,3,4,3,3,2,3,2,4,1,2,55
8479,1,1,1,2,1,1,1,1,1,1,1,2,2,4,2,4,2,1,2,1,2,34
8480,4,4,3,3,4,4,2,3,3,2,3,4,4,3,2,2,2,3,3,4,3,65
8481,3,4,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,2,4,3,74
8482,3,1,1,3,1,2,3,3,1,2,3,4,4,4,1,3,3,1,4,1,4,52
8483,2,2,2,4,1,2,3,2,1,1,3,2,2,3,3,3,4,4,4,2,2,52
8484,2,4,2,4,2,3,2,2,2,3,3,2,3,4,4,3,2,4,4,2,4,61
8485,3,1,1,2,1,1,2,1,2,1,1,1,3,3,2,3,3,2,2,1,2,38
8486,2,1,1,2,2,1,2,1,1,1,2,2,2,3,2,2,2,3,1,1,2,36
8487,2,3,2,2,2,3,2,1,3,2,4,3,4,2,2,3,2,2,3,2,4,53
8488,3,1,1,3,1,1,1,2,1,1,2,1,2,3,3,2,1,3,2,2,3,39
8489,1,2,3,3,2,1,1,1,2,1,4,2,3,4,2,4,2,1,4,4,4,51
8490,4,2,3,4,2,2,3,3,3,2,2,2,3,2,2,3,3,3,4,2,3,57
8491,4,3,2,3,3,2,4,2,2,4,4,3,4,4,3,3,4,4,3,4,4,69
8492,2,1,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,3,2,41
8493,2,2,1,2,1,3,1,1,3,1,2,2,2,2,2,2,2,2,2,1,4,40
8494,2,1,1,4,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,34
8495,1,4,1,2,3,2,3,4,2,1,4,1,2,3,3,3,3,3,2,2,2,51
8496,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,34
8497,1,1,1,2,3,2,1,4,4,2,4,1,4,4,2,3,3,1,2,1,4,50
8498,2,2,3,4,1,1,1,1,2,1,1,2,4,3,1,3,2,1,1,1,1,38
8499,4,3,2,4,4,3,4,3,4,2,3,4,2,4,3,4,4,4,4,3,3,71
8500,2,1,1,2,2,1,1,4,3,1,4,1,1,2,1,1,2,2,1,1,3,37
8501,3,2,1,2,4,1,1,4,4,1,3,2,4,4,1,3,4,2,2,4,4,56
8502,4,2,1,1,1,1,4,4,2,1,2,4,1,1,4,4,1,2,2,1,4,47
8503,4,1,1,2,1,1,2,1,3,2,1,3,2,4,2,4,4,2,4,2,4,50
8504,3,3,2,3,2,3,2,1,3,1,2,2,2,2,2,2,3,2,3,2,3,48
8505,3,3,3,3,2,2,2,3,3,1,3,2,4,3,2,3,3,3,3,3,2,56
8506,4,2,2,3,3,2,2,3,4,1,2,1,3,3,1,3,2,1,2,1,3,48
8507,4,1,2,3,3,1,3,2,2,4,2,2,1,2,1,4,4,2,2,1,2,48
8508,4,2,1,3,2,2,3,2,2,1,3,3,3,1,1,2,2,3,2,2,3,47
8509,4,4,4,4,1,4,3,4,3,1,2,4,3,4,4,1,3,4,2,1,1,61
8510,3,1,1,2,1,2,1,2,1,1,1,1,2,1,1,3,2,1,2,1,2,32
8511,4,2,3,4,3,4,3,4,4,3,4,3,4,4,4,3,3,4,3,3,4,73
8512,4,4,4,4,2,2,3,4,3,2,3,4,4,2,4,4,4,4,4,3,4,72
8513,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,30
8514,3,2,2,4,2,3,3,3,2,1,4,2,2,3,3,3,3,3,3,3,2,56
8515,1,1,1,2,1,1,4,3,2,1,4,1,3,1,1,3,1,3,1,1,4,40
8516,1,1,3,3,1,4,3,1,1,1,1,2,2,2,2,4,3,2,2,3,1,43
8517,2,4,4,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,78
8518,3,1,2,2,1,2,3,1,2,1,1,2,2,2,2,1,2,2,1,3,2,38
8519,1,2,1,2,1,2,3,1,2,1,1,2,3,2,2,2,3,2,3,3,2,41
8520,3,1,1,1,1,1,1,1,2,1,2,4,2,1,1,2,3,2,2,1,1,34
8521,1,1,1,1,1,2,1,1,2,1,3,2,1,2,2,1,1,1,2,1,3,31
8522,3,1,3,1,1,2,1,2,1,1,2,1,2,2,3,2,1,2,2,2,2,37
8523,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,23
8524,2,2,2,3,1,2,2,2,2,1,2,2,4,2,2,3,2,2,3,3,4,48
8525,3,2,3,4,2,3,3,4,3,3,4,3,4,4,2,2,4,3,4,4,4,68
8526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8527,2,4,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,77
8528,3,2,3,3,3,2,3,4,4,2,3,2,3,3,3,3,3,4,3,3,3,62
8529,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,22
8530,3,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,32
8531,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,23
8532,4,1,3,4,1,1,4,4,2,1,4,2,4,4,2,4,1,4,1,1,3,55
8533,1,1,1,2,2,1,2,1,1,4,3,1,1,4,3,1,1,2,2,1,2,37
8534,4,4,2,4,3,2,3,3,3,1,3,2,3,3,3,3,2,4,4,2,1,59
8535,3,1,2,4,1,3,1,4,2,1,4,3,2,3,2,2,1,2,3,3,2,49
8536,1,2,3,4,3,3,2,1,3,1,3,1,2,2,3,4,2,2,4,2,3,51
8537,4,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,2,3,3,3,3,64
8538,3,1,2,3,2,2,1,3,2,2,3,1,3,2,2,2,2,2,3,3,2,46
8539,4,2,3,4,2,2,4,3,2,1,2,1,4,4,2,2,3,4,4,2,3,58
8540,3,1,1,3,1,1,2,2,2,1,2,1,2,2,3,2,2,3,1,1,2,38
8541,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,24
8542,3,1,1,4,3,1,3,4,2,2,3,2,4,3,2,2,3,3,3,2,3,54
8543,2,1,1,2,3,1,1,2,3,1,2,2,3,4,2,2,1,3,2,1,2,41
8544,3,2,2,4,2,1,4,2,3,1,2,2,3,2,4,3,4,3,3,2,3,55
8545,1,1,2,3,1,3,2,1,1,1,1,2,2,3,3,3,2,3,4,3,2,44
8546,2,1,1,1,1,1,2,1,1,1,2,2,2,4,2,2,4,1,1,1,3,36
8547,1,1,1,4,1,1,4,4,1,1,4,3,4,2,4,4,3,4,4,1,3,55
8548,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,27
8549,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,25
8550,3,2,2,1,1,4,3,1,3,1,1,3,2,3,4,4,3,1,3,1,3,49
8551,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,2,2,2,2,2,1,31
8552,2,1,3,2,2,2,3,2,2,1,1,2,2,2,3,3,3,2,3,2,2,45
8553,4,3,2,2,3,4,3,4,4,3,4,3,4,4,2,4,4,4,1,2,4,68
8554,2,1,1,1,1,1,1,3,3,1,2,3,4,2,1,3,3,3,1,1,2,40
8555,1,1,1,2,1,1,2,1,2,1,1,1,3,3,2,2,2,2,2,1,2,34
8556,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,3,1,1,1,28
8557,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,27
8558,3,3,2,3,4,3,3,2,3,2,3,2,3,2,2,2,3,2,4,2,3,56
8559,1,2,3,4,1,1,4,3,4,1,4,3,4,2,4,3,3,4,3,3,4,61
8560,3,2,1,3,1,1,2,2,2,1,3,2,3,3,2,4,4,1,4,1,2,47
8561,2,3,3,4,2,4,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,64
8562,4,1,2,4,1,4,2,2,3,1,1,4,2,3,2,4,4,2,4,1,4,55
8563,3,1,1,3,1,1,2,2,1,2,1,2,2,2,1,3,1,3,3,1,2,38
8564,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,42
8565,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,29
8566,3,1,1,2,1,1,4,4,2,1,2,2,4,3,2,4,4,1,2,1,3,48
8567,2,1,2,2,1,1,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,38
8568,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,33
8569,4,1,2,2,1,3,2,3,4,1,3,1,3,3,2,4,3,2,4,2,2,52
8570,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,31
8571,4,2,1,4,1,3,2,1,2,1,2,4,3,3,2,2,2,2,4,3,2,50
8572,4,1,1,4,1,2,2,1,1,1,1,2,2,4,1,1,2,1,4,1,2,39
8573,3,1,1,4,2,4,2,1,4,1,2,1,2,3,2,4,1,1,3,2,2,46
8574,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,27
8575,3,1,1,3,1,1,1,2,2,3,4,1,2,3,1,3,4,3,3,1,2,45
8576,2,1,1,2,1,2,1,1,2,1,3,2,3,4,1,2,1,1,2,1,2,36
8577,2,1,2,2,2,2,1,1,2,1,1,3,1,1,2,2,1,1,2,1,2,33
8578,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,3,3,1,2,30
8579,3,1,1,3,2,3,3,2,2,1,1,1,2,3,1,2,1,2,3,1,2,40
8580,4,1,4,1,4,1,4,1,1,2,1,1,4,4,4,4,1,1,1,4,4,52
8581,1,2,2,4,2,3,4,4,3,2,2,4,3,3,4,3,4,4,4,2,3,63
8582,4,3,1,2,1,4,4,1,2,3,4,4,3,2,3,3,4,1,4,1,2,56
8583,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,30
8584,2,1,1,3,4,1,3,3,3,4,3,3,4,4,4,4,1,1,4,1,3,57
8585,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,2,2,29
8586,3,1,3,3,2,3,3,4,3,3,3,2,2,3,2,3,2,3,1,3,4,56
8587,1,4,2,3,3,4,3,2,2,1,2,4,2,3,4,2,3,3,4,3,4,59
8588,4,4,4,1,4,3,1,1,2,1,2,1,1,1,3,1,1,1,2,2,3,43
8589,3,2,1,3,2,1,3,2,3,1,2,1,3,3,1,2,4,2,2,2,3,46
8590,4,1,1,2,1,4,1,1,2,1,4,1,2,1,2,4,2,1,3,2,1,41
8591,4,1,3,4,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,2,34
8592,1,1,1,3,2,1,2,3,2,1,3,1,4,2,1,3,4,2,3,1,3,44
8593,1,1,1,1,1,1,3,3,3,1,1,1,3,3,1,4,3,2,3,1,1,39
8594,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,4,2,2,40
8595,4,4,3,3,3,4,4,4,4,1,2,4,3,1,2,4,4,3,4,4,2,67
8596,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,24
8597,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,3,3,4,3,3,3,74
8598,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,3,2,33
8599,4,2,2,4,1,4,2,2,2,2,2,3,3,2,2,2,4,3,2,2,2,52
8600,2,2,2,1,1,3,2,2,2,2,2,2,3,3,2,3,2,1,2,2,3,44
8601,1,4,3,3,3,1,4,4,3,2,2,3,4,3,4,4,4,4,4,2,4,66
8602,4,1,2,3,1,3,1,3,2,2,2,3,2,3,2,4,2,2,2,2,3,49
8603,2,3,2,4,2,2,2,1,3,2,4,4,4,4,4,4,4,2,3,2,4,62
8604,4,4,4,4,2,2,2,3,3,2,2,4,3,4,2,3,4,4,4,3,4,67
8605,3,3,3,3,3,3,2,1,3,2,3,3,2,3,3,2,3,2,3,3,3,56
8606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8607,1,2,2,4,2,1,4,2,3,1,3,2,2,4,1,3,4,2,2,3,4,52
8608,3,3,4,4,1,1,3,4,4,4,1,3,2,2,2,2,3,2,2,2,4,56
8609,1,2,1,1,1,4,1,2,3,1,2,1,2,3,1,3,1,1,1,1,2,35
8610,3,2,4,3,3,2,4,3,4,2,2,3,2,3,3,4,1,3,3,2,4,60
8611,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,31
8612,4,3,4,3,4,4,1,1,4,3,3,4,2,2,3,2,1,1,2,4,4,59
8613,1,1,1,3,1,1,4,4,1,1,3,3,1,1,4,3,3,4,3,1,4,48
8614,4,4,4,3,2,4,4,4,4,2,4,4,4,4,3,4,3,4,3,3,4,75
8615,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,23
8616,4,4,4,4,3,3,4,2,2,3,4,4,3,4,3,4,4,3,2,4,4,72
8617,4,2,1,2,1,1,1,2,2,1,1,1,2,4,1,1,1,1,2,1,4,36
8618,2,2,3,4,2,2,3,2,3,3,1,2,2,4,4,4,2,3,3,3,3,57
8619,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,3,2,1,2,2,1,32
8620,4,1,2,4,2,4,1,2,2,1,1,1,2,2,1,2,2,2,4,4,2,46
8621,2,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,4,3,3,3,3,62
8622,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,34
8623,3,3,1,4,3,2,3,3,3,1,3,1,4,3,1,3,1,1,3,3,3,52
