,Q1A,Q6A,Q8A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q22A,Q27A,Q29A,Q32A,Q33A,Q35A,Q39A,scores
20300,3,2,3,2,3,2,3,3,1,3,2,3,1,3,2,3,2,1,3,3,48
20301,4,4,4,4,3,3,3,1,1,4,4,4,1,3,3,4,4,4,3,4,65
20302,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,41
20303,4,4,4,2,4,3,3,4,2,3,2,4,2,3,4,4,4,4,4,2,66
20304,1,3,2,1,1,1,2,2,1,1,1,2,3,1,1,2,1,1,1,1,29
20305,2,2,3,3,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,2,32
20306,4,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,3,4,2,4,73
20307,3,2,2,2,4,3,4,2,1,4,4,4,4,4,4,4,2,4,2,4,63
20308,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,22
20309,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,29
20310,2,4,2,3,3,3,3,3,2,2,3,4,2,2,2,3,2,4,2,3,54
20311,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21
20312,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
20313,4,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,46
20314,2,1,2,2,1,2,3,2,2,2,1,1,1,1,1,2,2,1,1,1,31
20315,3,3,2,3,3,1,4,2,2,2,3,3,1,2,3,3,2,1,1,3,47
20316,3,2,3,1,2,2,2,3,1,2,2,2,1,1,2,2,2,2,2,1,38
20317,2,2,1,2,1,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,29
20318,1,4,3,1,1,4,1,1,3,1,1,2,2,1,2,1,2,3,3,2,39
20319,4,3,3,4,4,3,2,2,1,2,4,4,4,2,4,2,3,3,2,2,58
20320,4,4,4,4,3,4,3,3,3,4,4,3,4,3,4,3,3,4,3,3,70
20321,4,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,4,73
20322,2,3,2,2,3,2,3,2,2,2,2,4,1,2,4,3,2,1,3,2,47
20323,4,4,3,4,4,3,3,2,2,2,2,4,4,4,4,4,3,4,2,4,66
20324,4,2,2,3,4,2,3,2,1,3,2,4,1,3,2,4,2,2,2,2,50
20325,4,4,4,4,4,3,4,4,3,3,3,2,4,1,4,4,4,3,3,4,69
20326,2,2,2,2,2,1,2,1,1,2,1,2,1,1,4,2,4,1,1,1,35
20327,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
20328,2,3,1,3,2,2,4,2,2,3,3,3,1,2,2,3,3,3,2,1,47
20329,3,3,2,2,3,3,3,2,3,2,3,2,2,2,3,3,2,2,2,3,50
20330,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,24
20331,3,3,2,4,2,1,2,2,2,2,2,2,2,1,4,3,3,2,1,1,44
20332,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,3,2,1,2,1,30
20333,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,27
20334,2,3,3,4,3,3,4,4,1,3,1,2,1,3,4,4,3,3,1,4,56
20335,4,1,4,3,4,4,4,4,1,1,3,4,3,2,2,4,4,3,3,3,61
20336,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,3,4,73
20337,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,23
20338,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,78
20339,3,3,2,1,3,3,1,3,3,2,3,1,3,2,2,3,2,3,3,3,49
20340,4,2,3,1,2,4,2,4,1,4,4,1,1,2,2,4,1,4,2,1,49
20341,4,3,3,2,4,4,3,3,1,3,2,3,1,3,3,4,2,2,2,2,54
20342,2,3,1,3,3,2,1,2,1,2,1,2,3,2,2,1,2,2,1,2,38
20343,4,4,2,2,4,1,4,4,1,4,3,1,4,2,3,4,4,3,3,2,59
20344,3,2,2,3,3,2,3,2,1,2,3,2,1,2,2,3,2,1,2,2,43
20345,3,1,2,3,3,3,3,4,1,3,2,2,1,2,3,3,2,4,2,3,50
20346,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,24
20347,4,4,3,1,4,2,2,4,2,1,1,4,4,4,4,4,3,4,2,2,59
20348,4,4,3,3,3,2,2,2,1,3,1,3,1,3,2,4,3,3,3,3,53
20349,4,3,3,4,4,4,4,4,3,4,4,4,2,3,4,4,4,3,4,4,73
20350,3,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,3,4,3,4,72
20351,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,26
20352,4,2,2,2,4,3,3,1,2,1,2,2,3,2,2,2,3,3,2,2,47
20353,2,2,1,1,2,1,1,2,1,2,2,3,1,1,2,2,1,1,1,2,31
20354,3,2,4,2,3,3,2,3,3,1,3,1,4,1,3,4,2,2,2,1,49
20355,2,3,3,1,3,4,3,1,1,1,1,3,2,1,2,2,2,3,2,2,42
20356,4,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,2,4,4,67
20357,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,75
20358,2,2,3,2,3,2,3,3,2,3,3,2,1,2,2,2,3,2,2,2,46
20359,2,2,2,4,2,2,2,2,1,2,2,3,4,2,3,2,2,2,2,2,45
20360,4,1,2,2,4,4,2,1,1,2,1,1,3,2,1,2,2,3,3,3,44
20361,2,2,2,2,2,2,2,1,1,3,2,1,1,2,1,3,2,1,2,1,35
20362,4,4,4,4,4,4,4,3,2,2,4,4,3,4,4,3,3,4,3,4,71
20363,3,4,4,2,3,3,2,3,3,4,2,2,2,2,4,4,2,4,3,3,59
20364,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,29
20365,4,3,4,4,1,3,4,4,1,4,2,3,1,3,3,4,4,2,2,3,59
20366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
20367,2,1,2,3,1,1,2,2,1,1,3,3,1,2,2,1,2,2,3,2,37
20368,4,3,3,2,3,3,3,2,2,2,2,4,2,4,2,4,3,4,3,2,57
20369,3,2,2,1,3,2,2,2,1,2,3,1,1,1,1,1,3,1,3,2,37
20370,3,3,2,1,2,2,2,3,1,4,2,2,4,2,1,2,3,1,2,3,45
20371,3,4,2,2,4,4,3,2,1,1,2,4,3,2,2,3,2,4,2,4,54
20372,3,2,3,4,3,1,4,4,4,3,4,3,3,4,3,4,4,4,1,4,65
20373,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,28
20374,2,2,3,1,2,2,2,2,2,1,2,2,1,2,3,3,2,2,2,2,40
20375,3,2,1,3,3,3,1,3,2,1,2,2,4,2,2,3,3,3,3,2,48
20376,4,2,4,3,4,3,4,1,4,3,4,3,4,3,4,3,2,4,2,4,65
20377,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,3,2,3,29
20378,3,2,3,3,3,1,3,2,1,3,4,4,2,3,3,2,3,2,2,4,53
20379,3,2,2,3,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,36
20380,2,2,3,2,1,3,2,3,1,2,2,2,2,2,2,1,3,2,1,2,40
20381,4,3,3,4,4,2,4,2,2,3,4,3,2,3,3,3,4,3,3,3,62
20382,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,3,30
20383,2,2,1,1,3,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,32
20384,4,4,2,3,2,4,4,4,2,4,4,4,4,2,2,4,2,2,2,2,61
20385,3,3,3,1,4,4,4,4,1,1,3,3,1,3,3,4,4,2,4,2,57
20386,2,3,2,1,2,1,2,2,1,2,2,3,1,2,3,2,2,2,3,2,40
20387,1,1,4,4,4,1,4,1,3,2,4,1,1,4,1,4,4,2,2,3,51
20388,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,31
20389,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,45
20390,2,3,2,2,2,3,3,1,3,1,3,3,3,2,2,2,2,3,1,2,45
20391,4,4,3,2,3,2,2,1,1,2,3,2,1,3,2,4,3,3,3,4,52
20392,4,4,3,3,4,2,3,3,2,2,4,4,1,3,4,4,4,2,2,3,61
20393,4,3,2,4,4,2,3,4,1,4,2,2,1,2,4,2,1,4,2,2,53
20394,2,3,1,1,3,2,2,2,1,1,3,1,1,1,1,1,3,1,2,1,33
20395,2,3,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,30
20396,2,3,4,4,3,4,3,2,1,4,2,4,1,2,3,2,2,1,3,3,53
20397,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,31
20398,2,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,50
20399,2,2,1,2,4,3,3,2,1,4,4,4,1,2,4,1,2,2,2,4,50
20400,2,4,2,4,4,3,3,1,4,1,2,4,3,1,4,4,3,4,4,3,60
20401,1,4,2,1,2,2,1,2,1,1,1,4,1,2,1,2,2,2,4,2,38
20402,4,3,1,2,3,4,3,2,2,3,1,4,4,2,1,4,2,2,3,2,52
20403,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,26
20404,2,2,2,4,2,1,3,4,1,2,4,1,1,2,2,2,1,1,2,2,41
20405,3,2,3,3,3,3,3,2,1,4,3,2,1,2,2,3,3,4,2,3,52
20406,4,3,3,2,4,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,67
20407,2,4,2,2,2,3,3,2,1,2,4,2,1,1,2,3,1,4,2,2,45
20408,3,1,3,1,2,3,2,1,1,2,2,2,1,3,3,2,1,2,1,3,39
20409,1,2,1,1,1,1,1,3,1,1,2,2,2,1,2,2,2,2,1,1,30
20410,2,3,3,2,3,3,4,4,3,2,2,2,1,2,3,3,4,2,2,1,51
20411,3,1,1,3,4,1,4,2,1,2,3,4,2,1,4,2,2,1,1,2,44
20412,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,26
20413,2,2,1,1,2,2,3,2,1,1,2,1,2,1,2,1,1,1,2,1,31
20414,3,3,1,4,3,2,3,2,2,3,3,2,2,1,3,3,1,2,2,2,47
20415,2,1,1,2,2,2,2,2,2,2,3,2,4,2,3,1,4,1,1,1,40
20416,3,2,2,4,2,1,3,3,3,2,3,3,1,1,1,3,3,4,2,2,48
20417,4,2,4,2,4,4,3,2,2,4,4,4,2,4,4,4,4,4,3,4,68
20418,2,2,1,1,2,1,1,2,1,1,3,2,1,1,2,1,2,1,2,1,30
20419,3,2,1,1,2,1,1,3,2,1,1,3,1,1,4,2,2,2,1,1,35
20420,3,2,3,2,2,4,4,2,3,2,2,2,2,2,2,2,2,4,2,2,49
20421,2,2,2,4,4,4,2,4,2,2,4,4,1,4,4,2,2,4,4,4,61
20422,1,3,1,4,2,4,1,2,1,4,1,1,1,1,1,2,2,4,1,1,38
20423,4,3,3,2,4,2,3,4,3,3,4,4,1,3,4,3,2,2,2,3,59
20424,2,2,2,4,4,2,2,1,1,4,2,2,2,2,2,4,2,2,2,1,45
20425,2,3,2,4,3,2,3,1,1,2,2,2,1,2,3,2,1,3,2,1,42
20426,3,3,3,3,3,3,4,4,4,2,3,2,4,3,3,4,3,3,3,4,64
20427,4,4,2,2,4,2,4,3,3,1,4,2,2,3,3,4,4,2,3,3,59
20428,4,4,3,2,2,2,2,3,4,2,4,4,4,3,2,4,3,1,3,1,57
20429,4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,75
20430,1,2,1,2,3,1,1,1,1,2,2,2,1,2,1,3,2,2,2,2,34
20431,4,3,3,2,4,4,4,1,4,4,1,4,3,2,2,3,2,4,4,3,61
20432,1,3,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,45
20433,3,2,1,2,3,2,2,3,1,2,2,1,2,2,3,2,3,2,2,2,42
20434,3,2,3,3,4,3,3,2,2,2,3,1,2,1,3,3,2,4,2,3,51
20435,2,3,2,1,3,2,1,2,3,1,2,3,3,2,2,2,3,1,2,3,43
20436,4,3,2,2,2,2,3,2,3,2,4,4,3,2,2,3,2,2,2,2,51
20437,2,2,4,4,3,3,2,1,3,4,4,3,4,2,2,2,3,3,1,4,56
20438,4,3,2,4,2,2,4,3,2,3,4,2,4,3,4,3,2,2,1,2,56
20439,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,27
20440,1,1,1,2,3,3,2,2,1,2,2,2,3,1,2,2,3,3,3,2,41
20441,3,2,2,1,3,2,2,3,2,2,3,3,3,3,2,3,2,2,3,2,48
20442,3,3,2,2,3,2,4,4,2,1,4,2,1,3,4,3,3,2,3,3,54
20443,2,2,2,2,4,1,4,2,3,2,1,3,4,3,2,3,3,1,1,3,48
20444,2,2,3,2,3,2,3,1,1,2,3,2,2,2,1,4,2,2,2,1,42
20445,3,2,4,2,3,2,2,1,2,2,2,3,2,2,2,4,4,2,2,2,48
20446,3,4,2,2,4,4,3,4,4,2,2,3,2,2,3,4,4,3,3,2,60
20447,3,2,1,1,1,2,3,2,1,2,2,1,1,1,2,2,2,1,1,2,33
20448,4,3,3,4,3,3,2,4,2,4,4,4,2,3,3,3,4,3,3,3,64
20449,2,1,1,1,4,2,3,4,1,3,1,4,1,1,2,2,2,3,2,2,42
20450,2,2,2,1,3,2,2,2,2,1,3,2,1,2,2,2,2,2,2,1,38
20451,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,3,2,1,2,2,33
20452,2,2,1,1,2,1,3,2,2,2,3,3,1,2,2,1,1,1,1,2,35
20453,4,3,2,2,4,2,2,2,2,2,2,2,1,3,3,4,3,1,2,3,49
20454,2,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2,1,2,1,28
20455,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,1,3,2,30
20456,2,2,2,1,1,2,1,3,1,1,1,1,2,1,2,2,2,1,1,1,30
20457,4,3,2,2,4,3,2,2,3,2,3,4,3,3,2,3,3,4,3,3,58
20458,3,1,4,2,3,2,4,4,2,3,1,2,2,2,2,4,3,2,1,2,49
20459,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,21
20460,2,2,2,3,2,2,3,2,1,3,2,1,1,2,2,2,2,3,1,1,39
20461,3,2,2,2,3,3,3,2,3,2,4,4,3,2,4,3,1,2,3,2,53
20462,2,2,4,2,2,4,4,4,3,4,2,2,2,4,2,2,2,3,4,4,58
20463,1,3,2,2,3,1,3,3,1,3,2,2,3,2,2,2,2,1,1,3,42
20464,2,4,4,1,4,2,1,4,2,2,3,1,1,2,3,4,4,2,4,2,52
20465,2,2,3,1,4,2,2,4,1,1,3,4,2,2,3,2,3,1,3,3,48
20466,3,3,3,2,3,3,3,4,2,1,4,4,1,2,3,2,2,3,2,2,52
20467,2,2,1,1,2,3,3,2,2,2,3,1,2,3,1,2,2,3,1,2,40
20468,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,25
20469,2,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,3,40
20470,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,25
20471,4,4,3,4,4,3,4,2,1,3,4,3,1,3,4,4,4,3,2,3,63
20472,3,3,4,2,4,4,4,4,3,4,4,4,1,2,4,4,4,3,3,1,65
20473,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,26
20474,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,26
20475,3,2,2,1,3,2,2,2,2,1,3,1,2,2,1,2,2,2,2,2,39
20476,2,2,2,3,2,3,3,3,1,2,3,3,2,2,1,1,2,2,2,3,44
20477,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,21
20478,1,1,1,3,1,4,4,4,3,1,4,1,4,4,4,4,4,4,4,1,57
20479,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,28
20480,2,1,1,1,2,2,3,1,2,1,2,3,2,2,3,1,3,2,2,2,38
20481,3,3,3,3,2,3,4,4,3,3,4,2,3,3,4,3,3,3,4,3,63
20482,4,2,3,4,4,2,4,1,1,2,4,4,1,4,4,4,4,2,3,2,59
20483,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,2,2,2,37
20484,2,3,2,2,2,2,2,4,1,4,2,2,1,4,2,3,4,2,4,1,49
20485,4,4,4,1,4,2,3,4,2,1,4,4,3,3,3,4,2,3,2,3,60
20486,1,2,2,3,3,2,2,2,1,3,2,1,2,2,2,2,2,1,2,2,39
20487,4,1,4,3,4,1,3,4,3,1,2,1,1,1,3,2,2,2,4,4,50
20488,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,31
20489,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
20490,2,2,1,2,3,3,2,2,1,2,1,2,2,1,1,2,2,1,1,1,34
20491,2,1,1,1,2,1,2,3,1,3,2,2,2,3,2,2,1,2,2,1,36
20492,4,4,2,2,2,2,4,4,3,4,4,1,1,4,4,3,3,2,2,3,58
20493,3,1,2,4,4,3,4,2,2,3,4,2,1,2,3,3,3,1,3,3,53
20494,3,3,2,2,2,3,4,4,2,3,4,1,1,4,4,4,4,3,4,2,59
20495,3,2,2,1,3,2,3,2,1,2,1,2,1,2,1,2,1,4,2,2,39
20496,3,3,1,2,3,2,2,2,2,1,3,2,1,2,2,2,1,3,1,2,40
20497,4,2,3,3,4,2,4,4,3,3,2,4,3,2,3,2,2,2,2,3,57
20498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
20499,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40
20500,1,1,1,3,3,1,3,1,3,1,1,3,3,1,3,3,3,2,3,3,43
20501,4,4,1,2,2,2,4,1,2,3,3,4,1,1,4,4,1,3,4,2,52
20502,1,1,1,3,3,1,1,3,1,3,1,3,1,1,3,3,3,1,2,1,37
20503,2,3,3,3,4,3,4,4,1,4,4,1,4,3,2,4,2,3,2,2,58
20504,2,3,2,2,3,2,2,4,1,2,1,2,1,2,3,2,2,2,2,1,41
20505,4,4,2,4,4,3,4,4,1,4,4,4,2,3,4,2,2,4,2,4,65
20506,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,56
20507,2,2,1,2,2,2,2,2,1,1,2,2,1,3,2,2,2,1,3,2,37
20508,1,1,1,4,2,4,2,3,2,4,1,2,4,1,2,2,1,1,3,2,43
20509,4,2,2,4,2,2,4,2,2,3,4,2,3,2,2,2,2,2,2,2,50
20510,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,4,3,4,4,4,75
20511,3,2,2,1,2,3,1,2,3,2,2,2,1,2,2,3,2,2,2,1,40
20512,3,4,3,1,4,2,4,4,4,4,4,4,4,4,4,3,4,3,4,1,68
20513,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,29
20514,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,3,1,1,2,30
20515,1,4,2,4,4,3,4,4,2,1,4,2,4,2,3,4,3,2,2,2,57
20516,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2,4,2,3,2,3,52
20517,2,3,2,1,2,2,1,3,1,1,2,2,1,1,2,4,2,2,2,2,38
20518,2,2,3,3,2,4,4,2,2,2,2,2,3,2,2,3,2,4,3,4,53
20519,2,2,1,2,2,2,2,1,2,4,2,1,1,2,3,3,1,1,1,3,38
20520,3,2,2,2,3,3,2,2,2,2,3,2,2,2,4,1,2,3,2,1,45
20521,3,2,1,3,3,2,3,2,2,2,4,4,1,2,3,2,3,2,2,2,48
20522,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,24
20523,4,4,3,3,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,74
20524,2,2,3,1,2,1,1,3,2,2,2,1,1,1,2,2,1,2,2,2,35
20525,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,27
20526,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,29
20527,2,1,2,2,2,4,2,3,1,2,1,1,1,2,2,2,1,2,2,4,39
20528,2,2,1,1,2,1,2,3,1,1,1,2,2,2,1,1,2,1,3,1,32
20529,2,2,1,2,3,1,3,4,1,2,2,4,1,1,4,3,3,1,2,4,46
20530,4,4,4,3,4,3,4,4,1,3,4,4,2,4,3,4,1,1,1,1,59
20531,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,76
20532,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,47
20533,4,4,3,3,4,2,4,3,1,4,4,4,1,4,4,4,3,4,4,4,68
20534,3,2,3,1,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,42
20535,4,4,2,1,4,1,3,4,2,2,2,4,1,3,4,4,2,4,2,2,55
20536,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60
20537,3,2,1,1,3,1,3,3,2,2,3,4,1,1,2,2,2,2,2,2,42
20538,3,3,2,2,3,3,3,4,1,2,3,2,1,2,3,2,3,2,2,1,47
20539,3,3,3,2,4,4,3,3,2,2,3,4,3,2,3,3,3,4,3,2,59
20540,1,1,2,1,1,1,2,1,1,2,4,2,1,1,3,1,1,1,1,1,29
20541,2,4,2,2,3,3,4,3,2,3,2,2,3,2,2,3,3,2,4,3,54
20542,2,2,2,2,2,1,3,4,1,2,2,3,2,2,2,1,2,1,1,2,39
20543,4,2,4,2,4,3,4,4,1,3,2,4,1,1,4,4,3,3,3,4,60
20544,2,4,1,2,2,4,3,4,1,1,3,4,4,1,4,4,1,2,4,2,53
20545,3,3,3,2,2,3,3,1,2,2,4,1,1,1,2,3,3,3,1,2,45
20546,1,2,3,3,2,3,2,2,1,3,3,2,2,2,2,2,3,2,3,3,46
20547,2,2,3,2,2,3,3,2,3,2,2,2,2,1,2,2,1,2,2,2,42
20548,4,4,4,3,4,3,4,4,3,2,4,3,2,3,3,4,3,4,3,2,66
20549,2,2,1,3,2,1,1,2,1,1,3,4,1,1,2,2,2,1,1,1,34
20550,3,2,2,2,3,1,4,2,1,1,4,2,1,2,2,3,2,1,2,1,41
20551,2,3,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,40
20552,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,2,4,2,4,72
20553,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,26
20554,2,3,3,1,2,2,2,3,1,2,2,2,1,2,2,3,3,1,2,2,41
20555,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,23
20556,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,37
20557,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,43
20558,2,3,2,2,1,1,2,2,1,2,1,2,1,2,2,4,2,2,2,2,38
20559,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,36
20560,2,2,4,4,2,2,4,4,1,2,4,4,1,2,3,3,3,2,4,2,55
20561,4,3,3,2,4,2,2,4,2,4,4,4,2,4,4,2,2,1,2,4,59
20562,3,2,2,2,2,4,2,3,2,2,2,4,2,2,2,3,3,2,3,2,49
20563,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,23
20564,1,1,4,4,2,2,4,2,2,4,4,4,1,2,2,3,1,2,2,2,49
20565,2,2,2,2,3,2,2,3,2,1,3,3,1,3,3,3,2,2,3,2,46
20566,1,2,3,4,3,3,4,3,1,4,4,1,2,2,2,2,2,4,3,4,54
20567,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,78
20568,3,3,2,3,3,2,2,2,1,2,3,3,2,2,3,3,2,3,2,2,48
20569,2,3,4,3,4,4,4,4,2,4,2,4,1,2,3,4,2,3,3,3,61
20570,2,3,3,2,2,2,3,3,1,1,4,4,1,2,2,3,2,2,1,2,45
20571,2,3,3,2,3,2,2,4,1,3,2,2,1,1,2,3,3,3,2,2,46
20572,2,1,1,1,2,1,2,4,1,2,4,2,1,1,3,2,2,1,2,2,37
20573,2,2,1,1,2,1,1,3,1,2,1,2,1,1,1,1,2,1,2,1,29
20574,3,3,3,3,4,2,4,2,3,3,2,2,2,3,3,4,2,2,3,2,55
20575,4,2,4,4,4,1,4,4,1,4,4,4,2,4,4,4,4,4,1,4,67
20576,2,1,1,2,3,3,2,4,1,4,3,3,3,2,3,1,1,1,1,1,42
20577,4,3,2,4,4,2,4,4,4,3,4,4,2,3,2,4,4,3,3,3,66
20578,3,3,2,4,4,4,4,2,1,2,4,1,4,3,3,4,4,2,2,1,57
20579,3,1,2,4,3,2,4,3,1,4,2,3,1,2,2,3,4,2,3,2,51
20580,4,4,3,4,4,4,4,4,4,4,4,4,2,3,4,3,3,4,3,4,73
20581,2,2,4,2,2,3,2,3,1,2,1,3,3,3,2,2,2,2,2,2,45
20582,3,3,4,2,4,3,3,3,1,2,3,3,3,2,2,4,3,3,2,2,55
20583,3,3,4,2,3,2,3,4,4,1,3,3,3,3,2,2,3,2,3,1,54
20584,3,1,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,46
20585,3,4,4,4,4,2,4,4,4,1,2,4,4,2,4,4,2,4,4,3,67
20586,4,4,4,4,4,4,4,3,2,4,4,4,2,3,4,4,4,4,4,4,74
20587,4,4,3,3,4,3,3,4,1,3,4,4,2,2,3,4,3,3,2,2,61
20588,4,4,3,3,4,2,2,4,2,2,3,1,4,2,2,2,4,3,3,2,56
20589,3,4,2,2,4,3,2,4,2,2,4,3,2,3,2,4,3,2,2,3,56
20590,2,2,3,3,3,3,3,2,1,3,4,3,1,3,3,3,2,3,2,3,52
20591,4,4,3,4,4,3,4,2,2,2,4,4,2,2,2,2,2,2,2,3,57
20592,1,2,2,1,2,1,2,2,1,1,1,3,1,2,1,2,2,1,2,1,31
20593,2,2,2,2,2,2,2,2,4,2,4,2,1,2,2,2,2,1,2,2,42
20594,3,4,2,2,3,2,3,2,2,3,4,2,2,3,2,2,4,3,2,3,53
20595,2,4,2,1,2,1,3,2,1,2,2,4,2,2,4,3,4,2,2,3,48
20596,3,3,2,3,4,1,4,2,1,2,4,1,1,2,1,4,3,1,4,4,50
20597,3,3,2,3,3,2,2,3,1,2,2,2,4,3,3,2,3,2,2,2,49
20598,2,2,2,3,2,1,2,2,2,1,1,3,1,1,2,2,1,2,1,2,35
20599,3,4,3,3,4,1,3,4,2,3,4,4,2,4,2,3,3,1,2,1,56
20600,2,1,2,3,4,4,2,4,1,2,4,2,1,1,2,3,3,3,2,4,50
20601,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,4,4,2,2,2,47
20602,4,3,3,4,4,3,4,2,4,4,3,4,2,3,4,2,2,4,4,3,66
20603,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,33
20604,2,2,2,4,2,1,2,2,1,3,3,2,1,1,2,1,1,1,2,1,36
20605,3,2,4,2,4,2,4,4,1,3,2,2,1,1,4,1,1,2,1,2,46
20606,2,1,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1,2,2,1,28
20607,2,1,2,1,2,2,2,3,1,1,2,2,2,2,2,2,2,1,1,2,35
