,Q1A,Q6A,Q8A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q22A,Q27A,Q29A,Q32A,Q33A,Q35A,Q39A,scores
36577,1,1,2,3,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,34
36578,2,2,3,1,3,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,39
36579,2,4,4,3,4,2,4,1,1,3,3,4,1,2,3,4,4,4,3,3,59
36580,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,3,4,3,4,74
36581,4,4,3,4,4,4,4,4,2,2,4,4,3,3,3,4,3,4,4,3,70
36582,2,2,3,2,1,1,1,2,2,2,2,3,3,4,2,1,2,1,2,2,40
36583,1,2,1,1,2,1,2,2,1,3,1,1,1,1,1,1,2,1,1,1,27
36584,1,3,3,1,2,3,1,1,1,1,1,2,1,1,3,2,2,3,2,3,37
36585,4,4,1,3,4,3,2,3,2,3,3,2,2,3,4,4,2,3,3,2,57
36586,3,4,4,2,2,4,2,3,1,2,2,3,2,3,3,2,3,4,2,3,54
36587,3,2,1,2,4,1,4,1,1,3,2,3,1,1,2,2,4,3,2,2,44
36588,2,2,3,4,2,4,4,2,3,2,2,2,4,2,1,2,2,2,2,1,48
36589,3,3,4,2,2,3,3,4,1,2,2,2,4,2,3,3,3,4,4,3,57
36590,4,4,3,4,4,4,4,4,1,4,4,1,4,3,4,4,4,4,4,4,72
36591,2,4,3,4,2,4,2,2,2,4,4,3,2,3,3,3,3,2,3,1,56
36592,2,1,1,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,27
36593,3,3,4,3,3,4,3,2,2,4,3,4,4,4,3,4,4,3,3,4,67
36594,1,2,2,1,2,2,3,2,1,2,2,3,2,2,2,1,2,2,2,2,38
36595,2,3,3,4,1,2,3,3,1,3,4,1,4,3,2,4,4,4,2,2,55
36596,2,2,2,2,3,1,3,1,1,2,2,2,1,1,3,2,1,1,2,3,37
36597,2,1,2,2,4,3,2,4,1,3,2,1,1,1,2,2,2,3,1,2,41
36598,4,4,2,3,3,3,4,4,1,2,4,4,2,2,3,2,2,2,2,2,55
36599,3,4,4,4,3,3,4,2,3,4,4,4,4,4,3,3,2,4,4,4,70
36600,2,1,1,3,2,1,2,1,1,3,2,2,2,2,2,1,1,1,3,2,35
36601,3,3,3,4,3,3,4,4,2,3,4,2,2,4,3,4,3,3,3,3,63
36602,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,24
36603,2,3,3,1,3,2,3,3,2,3,2,3,2,1,3,3,4,3,3,3,52
36604,3,4,4,2,3,3,2,4,2,2,3,4,3,2,4,3,2,2,3,2,57
36605,4,3,4,4,3,2,2,3,2,4,4,3,1,3,4,4,3,1,1,2,57
36606,3,2,3,3,3,1,3,3,2,1,4,3,3,3,3,3,2,3,1,3,52
36607,4,3,2,3,3,2,3,2,4,2,3,3,1,3,2,3,3,2,1,3,52
36608,1,2,3,2,2,1,4,2,1,1,2,1,1,4,3,2,2,2,3,2,41
36609,4,3,4,4,4,4,4,4,2,3,3,4,3,4,4,4,3,3,4,4,72
36610,2,2,1,1,2,2,2,3,1,1,2,2,2,1,2,1,2,2,2,2,35
36611,4,1,2,4,4,3,3,4,3,4,2,1,1,2,3,3,3,2,3,2,54
36612,4,3,4,4,4,4,4,3,3,3,4,4,2,3,4,4,3,4,3,4,71
36613,2,4,2,2,3,4,4,4,3,4,1,3,3,2,4,4,3,3,3,4,62
36614,4,4,3,4,4,2,4,4,3,4,4,4,2,4,4,3,4,2,3,2,68
36615,3,4,2,4,4,4,3,1,3,2,4,3,1,3,1,3,3,1,2,1,52
36616,3,2,3,4,4,4,4,4,2,2,4,2,1,4,3,4,2,4,3,2,61
36617,2,4,2,2,2,2,3,2,1,2,3,4,1,2,3,2,4,1,3,2,47
36618,3,2,2,3,3,1,2,4,2,1,4,1,3,2,3,2,4,3,2,2,49
36619,3,2,3,1,2,3,3,1,1,2,1,1,1,4,2,2,2,1,2,2,39
36620,3,3,4,2,4,2,3,3,1,3,4,3,1,4,4,4,4,2,4,4,62
36621,2,2,3,1,2,2,2,2,1,1,2,2,1,3,2,2,2,3,2,2,39
36622,2,2,3,3,2,3,3,2,1,3,2,2,1,4,3,3,3,4,2,4,52
36623,1,1,1,2,1,1,3,1,1,2,3,1,1,1,2,1,1,1,1,2,28
36624,4,4,3,3,4,4,4,4,1,4,3,3,2,3,3,3,4,4,3,2,65
36625,3,2,3,3,3,3,4,3,4,4,4,4,2,3,4,4,3,3,3,3,65
36626,3,3,2,2,2,2,2,3,1,1,2,3,3,2,3,2,2,3,3,1,45
36627,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,3,4,4,75
36628,3,3,2,1,3,2,3,2,1,2,3,4,2,3,3,2,3,3,2,3,50
36629,2,2,2,2,2,3,3,3,1,1,2,2,2,2,3,3,2,3,3,3,46
36630,2,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,3,1,2,1,29
36631,2,2,2,1,2,2,1,2,1,1,1,1,1,1,3,2,1,1,2,2,31
36632,2,3,1,2,1,3,4,4,3,4,2,4,4,2,3,2,3,2,1,3,53
36633,2,1,1,1,2,2,2,4,1,2,3,2,4,2,3,2,1,2,1,2,40
36634,2,1,2,1,2,3,3,2,3,3,2,2,3,2,1,3,3,2,1,1,42
36635,4,2,3,3,3,2,4,4,1,3,4,3,3,2,4,4,2,2,2,2,57
36636,4,2,3,3,4,3,4,3,2,4,3,2,2,2,3,3,3,3,2,3,58
36637,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,1,1,26
36638,2,2,1,1,3,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,32
36639,2,2,1,1,2,2,4,2,2,2,2,4,1,2,2,2,2,2,2,2,41
36640,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,27
36641,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,2,2,2,2,1,36
36642,2,1,2,2,2,2,2,3,2,1,2,3,4,2,2,3,2,2,2,2,43
36643,2,2,3,2,2,3,2,3,2,2,2,2,2,1,2,2,2,2,1,2,41
36644,3,4,3,2,4,4,3,4,1,1,2,4,4,4,3,3,2,4,2,2,59
36645,2,2,3,4,4,4,3,3,2,2,2,3,3,2,3,1,2,3,2,3,53
36646,2,1,4,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,31
36647,4,3,2,4,3,2,4,2,2,4,4,1,3,4,3,3,4,3,2,3,60
36648,1,1,1,2,2,1,2,3,1,2,2,1,1,1,2,1,2,1,1,2,30
36649,4,4,2,1,4,3,2,4,2,2,2,2,4,2,2,4,2,3,4,3,56
36650,2,3,2,2,2,2,2,4,1,1,2,3,3,1,3,1,1,1,2,2,40
36651,2,2,3,4,2,4,3,4,3,4,2,2,1,2,2,2,2,4,2,3,53
36652,2,2,2,2,3,1,2,2,1,4,4,2,3,2,1,3,3,2,2,2,45
36653,3,3,2,3,3,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,50
36654,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,3,2,1,3,1,31
36655,2,2,2,2,2,2,3,2,1,2,2,3,1,2,1,3,2,2,1,1,38
36656,4,4,2,2,3,3,4,4,3,2,2,4,2,2,3,4,4,2,4,1,59
36657,2,4,1,2,4,1,3,4,1,2,4,4,1,1,2,2,4,1,1,2,46
36658,2,3,2,2,2,3,3,3,1,4,3,2,1,2,2,1,2,2,2,3,45
36659,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
36660,3,4,3,4,4,3,3,4,2,4,4,4,2,3,4,4,3,4,4,3,69
36661,2,4,1,1,2,3,1,1,2,1,3,3,1,2,2,3,4,2,2,1,41
36662,3,1,3,4,2,2,2,2,1,2,4,2,1,1,1,1,2,1,2,3,40
36663,2,4,2,2,3,2,4,2,3,2,4,3,2,2,3,2,2,2,1,3,50
36664,4,4,3,4,3,2,4,1,4,4,4,4,3,4,4,4,4,2,3,4,69
36665,2,2,1,1,2,2,2,3,1,1,1,3,1,2,2,3,2,1,2,2,36
36666,2,3,2,4,3,4,3,2,3,4,4,4,2,2,4,3,4,3,3,4,63
36667,3,2,2,1,3,2,2,3,3,1,1,1,1,1,2,3,2,1,2,2,38
36668,3,4,2,2,3,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,43
36669,3,4,4,2,3,2,4,3,3,3,3,4,1,2,2,3,4,4,2,2,58
36670,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,23
36671,4,4,2,3,4,4,4,4,4,3,3,4,4,2,4,3,3,4,3,4,70
36672,2,4,4,3,3,3,4,4,2,3,4,3,4,2,3,3,2,1,3,3,60
36673,3,1,1,4,2,4,1,4,1,2,3,2,1,2,1,2,1,4,2,2,43
36674,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,3,1,2,1,29
36675,4,4,3,3,4,4,3,4,2,2,4,3,1,3,3,4,4,4,4,3,66
36676,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,2,1,2,3,1,31
36677,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,46
36678,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,27
36679,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,29
36680,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,24
36681,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,25
36682,3,2,2,1,2,1,1,2,2,2,1,1,3,2,1,3,2,1,1,2,35
36683,2,2,1,2,2,2,2,2,1,2,3,2,1,1,2,1,1,1,2,2,34
36684,2,2,3,3,3,4,3,2,2,3,3,3,4,4,3,4,3,4,3,3,61
36685,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,42
36686,3,3,4,4,2,3,3,3,2,4,2,3,2,4,3,3,3,3,3,3,60
36687,4,3,4,4,4,4,4,4,4,3,4,4,2,3,4,3,4,4,4,4,74
36688,3,3,1,1,1,3,2,4,1,1,1,1,1,1,1,3,3,2,3,2,38
36689,2,2,3,4,4,4,4,4,4,4,2,4,3,4,3,4,3,4,4,4,70
36690,3,3,3,2,3,3,4,3,1,2,4,1,3,2,3,4,4,3,2,3,56
36691,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,77
36692,3,3,3,4,3,4,4,4,2,4,4,2,1,3,3,2,3,3,3,3,61
36693,3,2,3,2,4,2,2,2,1,1,3,4,1,3,2,2,4,1,4,2,48
36694,3,4,4,1,3,4,3,2,2,2,2,2,2,3,4,3,2,3,2,3,54
36695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
36696,3,2,4,3,2,3,4,3,2,3,2,2,2,3,2,3,2,4,2,3,54
36697,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,27
36698,2,2,2,1,3,2,1,3,1,1,1,1,1,2,1,2,2,1,1,4,34
36699,2,1,1,3,2,3,3,3,3,3,3,2,4,3,2,2,1,2,1,3,47
36700,3,4,2,3,3,2,3,4,2,3,3,3,1,3,3,3,2,2,2,3,54
36701,2,3,1,4,3,1,3,4,2,3,2,3,1,2,4,2,3,2,2,4,51
36702,1,2,2,2,3,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,33
36703,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,75
36704,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,27
36705,4,4,4,4,4,2,4,2,4,4,4,4,1,4,4,4,4,2,1,4,68
36706,2,2,4,4,3,4,4,4,2,2,4,2,4,4,3,3,3,3,2,3,62
36707,2,4,2,1,3,2,3,3,3,3,2,3,1,2,2,2,3,2,3,3,49
36708,3,2,2,3,2,2,3,1,2,2,3,2,1,2,2,2,2,2,3,3,44
36709,4,4,3,3,4,2,4,4,1,4,4,4,1,1,4,4,4,2,4,4,65
36710,1,1,2,3,1,1,3,2,1,3,1,3,1,1,2,4,1,1,2,2,36
36711,1,1,1,3,1,2,3,2,1,2,3,3,1,2,2,3,1,2,1,1,36
36712,4,3,2,4,2,3,4,3,2,3,4,4,1,2,4,3,3,2,3,4,60
36713,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,24
36714,4,4,3,1,3,2,3,1,2,1,2,4,3,3,4,3,3,3,2,2,53
36715,4,1,1,2,3,2,3,2,2,2,1,3,4,1,3,1,2,2,1,3,43
36716,1,1,3,1,2,1,2,3,1,2,1,2,1,1,1,1,2,1,1,2,30
36717,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,23
36718,2,2,3,3,3,3,2,2,1,3,3,2,1,2,2,2,2,4,2,2,46
36719,1,2,2,3,4,3,2,4,2,3,2,3,3,3,2,2,2,1,3,1,48
36720,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,31
36721,2,2,2,1,2,3,2,2,2,2,1,3,2,1,3,1,2,3,2,2,40
36722,2,2,1,1,3,2,2,3,1,2,3,2,2,1,2,2,3,2,2,1,39
36723,1,1,2,2,2,2,1,3,1,1,2,3,2,2,3,2,3,1,2,2,38
36724,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,71
36725,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,30
36726,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,39
36727,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,24
36728,2,2,2,2,1,2,1,3,1,2,1,3,2,2,2,2,2,2,2,3,39
36729,3,4,3,1,3,2,4,1,1,1,3,4,2,3,3,4,2,2,3,2,51
36730,2,1,1,3,2,2,1,3,1,1,2,1,1,2,1,2,2,1,2,2,33
36731,4,3,4,3,4,3,4,4,1,3,4,3,3,1,3,4,3,4,3,1,62
36732,3,4,3,4,4,4,4,3,4,4,4,4,2,3,4,2,4,4,4,3,71
36733,4,4,2,4,4,2,4,4,1,3,4,4,3,1,2,4,4,1,2,4,61
36734,4,1,1,2,1,2,3,4,1,3,1,1,1,3,3,1,1,2,1,1,37
36735,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,26
36736,4,4,4,3,4,4,2,4,4,1,3,3,4,3,4,4,4,4,4,4,71
36737,3,4,3,4,4,2,4,3,1,4,4,4,1,2,4,2,2,4,4,4,63
36738,1,1,2,1,1,2,2,2,1,2,2,3,1,3,1,2,3,2,1,2,35
36739,3,2,2,2,4,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,41
36740,2,4,1,3,2,3,3,3,1,2,1,2,1,2,2,2,4,2,2,2,44
36741,2,2,2,2,2,2,2,1,1,3,3,2,1,2,2,2,2,2,1,2,38
36742,2,1,1,1,1,1,2,2,1,2,1,1,4,1,1,1,1,1,2,1,28
36743,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,34
36744,4,3,4,3,4,3,4,3,1,2,3,4,1,3,4,4,2,3,2,3,60
36745,1,4,2,3,2,4,4,4,4,3,4,2,4,1,4,2,1,4,1,3,57
36746,3,4,2,4,3,3,4,4,3,4,3,3,2,3,4,3,3,3,3,3,64
36747,3,2,2,2,3,2,2,2,1,2,2,3,1,2,2,3,2,2,2,2,42
36748,2,1,2,1,2,2,2,1,3,1,2,3,2,2,1,2,2,1,1,1,34
36749,3,4,3,1,4,4,4,1,1,3,4,4,1,4,3,4,4,1,4,2,59
36750,4,3,2,3,4,3,3,4,2,4,4,3,4,2,2,4,4,2,2,3,62
36751,2,3,2,2,3,2,2,2,2,2,2,3,1,2,2,2,3,2,2,3,44
36752,2,2,4,2,2,2,4,4,2,2,4,4,2,2,2,2,3,4,3,2,54
36753,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,4,4,2,4,3,72
36754,2,3,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,32
36755,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,28
36756,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,31
36757,3,1,2,4,4,3,4,2,1,4,4,4,2,2,2,4,2,2,1,3,54
36758,2,1,2,2,2,1,2,1,1,4,1,1,2,1,2,2,1,2,2,1,33
36759,1,4,1,1,4,4,4,4,2,1,1,3,1,2,3,2,1,2,1,1,43
36760,2,2,1,1,2,1,2,2,1,1,2,3,1,2,2,1,2,4,2,2,36
36761,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,30
36762,3,3,1,4,3,2,2,3,1,1,4,3,2,1,2,1,3,1,2,1,43
36763,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,24
36764,3,2,1,1,4,2,3,3,3,2,2,2,4,2,3,1,1,3,2,2,46
36765,2,2,1,1,2,3,2,3,1,1,2,2,1,1,3,1,2,1,1,2,34
36766,4,3,4,4,4,4,4,2,2,4,3,3,3,3,4,4,4,4,4,2,69
36767,4,2,2,4,4,2,4,2,2,4,4,2,3,3,2,2,2,2,2,2,54
36768,4,4,3,1,4,4,2,2,1,2,4,1,2,3,2,3,1,4,3,2,52
36769,2,3,2,1,3,1,1,1,1,1,2,3,1,2,2,3,1,1,1,1,33
36770,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,3,2,1,1,1,31
36771,4,3,3,4,3,3,4,2,3,4,3,4,2,3,3,4,3,3,4,2,64
36772,3,3,4,4,3,3,4,2,1,4,4,2,4,1,3,4,2,2,2,2,57
36773,4,4,3,2,4,2,4,2,2,2,4,3,1,3,4,3,2,3,2,3,57
36774,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,23
36775,3,4,1,2,4,2,2,4,1,2,4,2,2,2,4,3,2,3,2,3,52
36776,3,2,3,3,4,3,2,2,2,3,3,1,1,2,4,3,2,2,2,3,50
36777,1,2,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,25
36778,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,3,73
36779,4,3,3,4,4,2,4,2,2,4,4,1,2,2,3,3,3,2,2,3,57
36780,3,2,4,2,4,4,4,4,3,2,4,3,4,4,2,4,2,4,2,2,63
36781,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,4,4,73
36782,3,2,1,2,2,1,4,2,1,2,2,2,1,1,2,1,1,1,2,1,34
36783,3,2,3,2,4,2,3,3,3,3,4,2,3,4,2,4,3,3,2,2,57
36784,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
36785,2,2,2,1,2,3,3,2,2,3,2,2,1,1,3,2,2,2,2,2,41
36786,3,3,2,2,2,1,2,2,3,2,1,3,3,2,2,1,2,1,2,3,42
36787,4,2,2,4,3,2,4,2,4,3,4,2,2,3,4,2,3,3,3,3,59
36788,3,3,4,2,4,2,4,3,2,2,3,3,3,3,4,4,3,4,2,3,61
36789,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,28
36790,2,3,4,2,3,4,2,3,1,2,2,3,3,2,3,4,2,3,3,4,55
36791,1,4,3,1,3,3,4,2,1,2,2,1,2,2,3,4,3,2,3,2,48
36792,2,2,2,1,1,1,2,1,1,1,1,3,2,2,3,1,1,1,2,2,32
36793,4,4,2,2,4,2,4,2,2,4,4,4,2,4,2,4,4,1,2,4,61
36794,2,4,2,3,3,2,3,3,1,4,4,3,1,2,2,3,1,2,4,2,51
36795,3,2,2,2,3,3,2,2,1,2,2,3,3,1,1,2,3,2,2,1,42
36796,2,2,1,2,3,4,2,1,1,1,2,1,4,1,2,1,1,4,2,2,39
36797,2,3,3,2,4,2,2,2,1,3,3,4,1,2,3,3,2,3,2,2,49
36798,3,3,3,2,3,2,3,4,2,2,1,1,2,2,2,4,3,2,4,3,51
36799,2,2,3,2,3,4,3,1,1,1,3,1,1,1,1,2,1,4,1,3,40
36800,4,4,1,2,4,3,3,4,1,2,3,4,1,2,4,3,4,2,3,4,58
36801,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,26
36802,4,2,2,1,3,2,4,3,3,3,1,1,4,3,2,2,2,2,3,2,49
36803,2,3,2,4,3,3,4,3,1,3,4,4,2,1,3,3,3,2,3,4,57
36804,2,2,4,2,4,4,2,4,1,4,4,4,2,1,4,4,2,2,4,2,58
36805,1,3,2,2,2,1,1,2,1,3,3,2,1,2,2,2,1,1,1,2,35
36806,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,2,4,72
36807,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,21
36808,4,1,2,2,4,1,4,2,1,4,2,2,1,2,1,2,2,4,3,2,46
36809,3,2,2,3,3,2,2,3,2,4,2,2,1,2,3,3,3,2,3,3,50
36810,2,3,3,2,2,2,2,2,2,4,4,3,1,3,4,2,4,3,3,3,54
36811,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,75
36812,2,2,2,1,2,3,1,1,2,1,1,3,1,2,1,1,1,2,1,2,32
36813,4,2,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,2,4,4,70
36814,4,4,4,4,4,4,4,2,3,4,4,4,1,2,4,4,2,4,4,2,68
36815,2,1,2,3,1,3,3,1,1,3,2,1,1,3,3,2,2,2,3,3,42
36816,1,4,3,3,3,2,4,2,1,3,4,4,3,2,3,3,4,2,2,2,55
36817,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,22
36818,2,4,2,1,3,4,2,4,1,1,1,4,2,3,4,4,4,1,4,3,54
36819,2,2,2,3,3,1,2,2,1,2,3,2,1,2,1,3,2,1,2,1,38
36820,4,2,2,1,2,4,4,2,2,2,1,2,2,4,4,2,4,4,4,4,56
36821,4,4,4,4,4,2,4,1,4,4,3,2,2,2,2,4,2,2,2,1,57
36822,2,1,1,2,2,2,3,2,2,3,3,2,1,2,1,2,2,2,2,2,39
36823,2,1,1,4,4,1,4,2,1,4,1,4,1,2,1,4,1,2,1,1,42
36824,4,4,4,2,4,4,4,4,2,1,2,4,3,3,4,4,2,4,4,4,67
36825,2,2,2,4,3,2,3,1,1,2,3,2,2,2,2,2,2,2,2,1,42
36826,2,3,4,4,3,4,4,4,1,4,4,4,2,4,4,4,3,3,3,4,68
36827,3,3,2,3,3,2,3,4,2,2,3,2,3,4,3,4,2,3,3,3,57
36828,2,2,1,1,3,1,2,1,1,1,2,1,4,1,1,1,1,3,1,2,32
36829,3,2,2,2,3,2,2,1,2,2,2,1,1,2,3,2,3,2,2,1,40
36830,2,2,2,2,3,3,3,2,1,1,2,2,3,1,2,2,2,2,2,1,40
36831,4,4,4,2,4,1,4,1,4,4,1,1,1,2,1,4,1,4,1,1,49
36832,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,43
36833,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
36834,1,1,1,4,1,4,4,1,1,4,4,1,1,2,4,2,4,1,1,4,46
36835,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,58
36836,3,3,2,4,3,2,3,2,2,4,3,2,3,3,2,3,3,2,2,3,54
36837,3,3,3,1,1,3,2,1,3,2,1,1,3,1,2,3,1,1,1,3,39
36838,4,3,3,2,4,4,4,3,2,2,4,2,4,2,2,2,2,4,2,3,58
36839,4,4,2,2,4,3,3,4,2,3,4,4,2,3,4,4,4,3,4,3,66
36840,4,2,2,1,4,3,4,4,1,1,4,3,1,1,4,4,3,1,2,4,53
36841,4,3,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,76
36842,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,25
36843,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,23
36844,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,76
36845,2,2,1,1,2,1,2,3,1,2,2,2,1,2,2,1,2,2,2,1,34
36846,4,4,4,4,2,4,4,4,3,4,4,4,3,3,4,4,3,3,4,4,73
36847,2,2,2,2,3,3,3,3,1,2,3,3,2,2,3,2,2,3,2,2,47
36848,4,1,4,4,4,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,65
36849,2,2,4,4,2,2,4,1,1,4,4,2,1,1,2,2,1,3,1,2,45
36850,2,2,2,2,2,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,38
36851,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,2,2,3,51
36852,4,4,4,4,4,4,4,2,1,3,4,3,4,4,4,3,4,4,3,4,71
36853,2,2,3,1,2,4,2,2,1,1,2,4,1,2,3,2,2,3,4,3,46
36854,4,3,3,4,4,3,4,2,1,4,3,4,1,3,4,3,2,2,3,2,59
36855,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,2,4,72
36856,3,2,3,4,3,3,4,2,1,3,4,4,3,3,2,3,3,3,2,3,58
36857,4,4,3,3,4,2,4,4,3,3,3,4,2,4,4,4,4,3,4,3,69
36858,2,2,2,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,46
36859,3,2,3,2,3,2,3,3,1,3,3,4,1,1,3,3,2,2,2,2,48
36860,3,2,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,70
36861,3,1,4,4,3,2,4,3,1,4,4,4,1,2,2,4,4,3,4,2,59
36862,3,2,2,4,3,3,2,4,2,4,3,3,3,4,2,3,3,2,4,2,58
36863,3,3,1,3,3,1,3,4,2,2,2,2,4,3,2,3,2,2,2,2,49
36864,3,4,1,2,2,4,4,4,2,2,2,4,1,1,4,2,4,2,2,2,52
36865,2,3,2,2,3,3,3,2,1,2,3,1,1,2,2,3,2,2,2,1,42
36866,4,1,4,4,3,4,4,1,4,4,4,4,2,2,2,4,4,4,4,2,65
36867,2,3,2,2,2,2,2,3,2,2,3,2,1,2,3,2,2,2,2,2,43
36868,2,2,2,1,2,2,1,4,1,1,1,4,1,1,4,2,4,3,3,4,45
36869,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,2,4,4,4,4,70
36870,2,3,1,1,2,3,1,2,1,1,1,1,1,1,1,2,1,1,3,2,31
36871,1,2,2,3,2,2,2,4,1,3,2,1,1,1,2,3,2,1,2,2,39
36872,2,2,2,1,4,1,2,2,1,2,1,2,1,1,3,2,4,1,3,2,39
36873,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,24
36874,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,32
36875,2,1,1,4,2,1,2,1,1,2,1,2,1,1,2,3,3,1,3,1,35
36876,4,4,3,2,4,4,4,2,1,4,3,4,1,4,4,4,4,4,4,3,67
36877,4,4,3,4,4,3,4,4,3,4,4,3,4,2,2,4,3,2,3,2,66
36878,1,2,2,2,3,1,4,3,1,2,2,1,1,1,1,2,2,2,2,1,36
36879,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,23
36880,2,1,2,2,2,4,2,4,1,3,3,1,2,2,1,2,2,2,1,3,42
36881,4,2,4,2,4,4,4,1,2,3,3,2,2,4,4,4,4,4,4,4,65
36882,3,4,3,4,4,4,4,4,2,3,2,1,4,3,4,3,2,3,3,4,64
36883,1,3,2,2,3,4,4,1,1,2,3,1,2,2,3,2,1,2,2,3,44
36884,3,3,4,2,2,3,3,2,2,4,4,3,4,2,3,3,3,3,2,2,57
